file,line,issueType,status,severity,value,message,suggestion
migration/output/content/posts/sending-emails-from-sfcc.md,118,generic_alt_text,fail,high,"A screenshot of the ""Administration > Operations > Email Settings"" screen, which enables administrators to configure custom email and DKIM settings.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/sfcc-24-1-release-a-new-year-update.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/sfcc-24-1-release-a-new-year-update.md,9,generic_alt_text,fail,high,A screenshot of the Email Settings in the Business Manager showing the new DKIM Checkbox,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/sfcc-basket-order-erd.md,7,missing_alt_text,fail,critical,/media/2023/salesforce-b2c-commerce-cloud-diagram-basket-order-erdv2-3a4ba08328.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/sfcc-basket-order-erd.md,35,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/should-i-get-javascript-developer-i-certified.md,9,missing_alt_text,fail,critical,/media/2022/superbadge-prerequisites-34c7470102.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/simplifying-the-salesforce-order-of-execution.md,5,missing_alt_text,fail,critical,/media/2023/order-of-execution-simplified-apex-api-v56-0-23130ad657.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/simplifying-the-salesforce-order-of-execution.md,54,missing_alt_text,fail,critical,/media/2023/order-of-execution-simplified-apex-api-v56-0-23130ad657.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/slicing-versus-variation-groups-in-sfcc.md,41,generic_alt_text,fail,high,"A screenshot of the ProductSearchHit script documentation with the following message below slicing: ""Deprecated: Please use HIT_TYPE_VARIATION_GROUP instead.""",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/slicing-versus-variation-groups-in-sfcc.md,47,generic_alt_text,fail,high,"A screenshot of the quota limit for variations in SFCC: The Variations per Base Product object relation quota consists of: Log file ID: object.ProductPO.relation.variationProductAssignmentPOs Description: The maximum number of variations for a base product. Limit: 1,000 (warning at 600)",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/storefront-protection-in-the-pwa-kit.md,18,generic_alt_text,fail,high,"A screenshot of the business manager on the ""Site Status"" page, with a user clicking the",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/storefront-protection-in-the-pwa-kit.md,22,generic_alt_text,fail,high,A screenshot displaying the new field along with a description of the information that appears after selecting the protected option.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/submit-multipart-form-data-to-a-third-party-service-in-sfcc.md,54,missing_alt_text,fail,critical,/media/2022/form-service-1-e901798db6.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/submitting-a-file-to-a-third-party-service-in-sfcc.md,54,missing_alt_text,fail,critical,/media/2022/administration-operations-services-ecba1de963.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/submitting-a-file-to-a-third-party-service-in-sfcc.md,54,missing_alt_text,fail,critical,/media/2022/test-http-post-service-be40e7ba49.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-attribute-fallback-system-in-sfcc.md,43,missing_alt_text,fail,critical,/media/2024/variation-model-fallback-in-code-docs-1-ba4d97c55f.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-createorders-api-in-sfcc.md,40,missing_alt_text,fail,critical,/media/2023/slas-ts-ext-on-behalf-of-authentication-3803569585.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-deprecation-of-the-uuid-token-for-api-clients.md,18,missing_alt_text,fail,critical,/media/2022/account-manager-api-client-token-format-808bcccc72.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-importance-of-origin-shielding.md,15,generic_alt_text,fail,high,"A dramatic image of a superhero in front of a server, protecting it from a ""bad"" actor in the shadows.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/the-importance-of-origin-shielding.md,27,generic_alt_text,fail,high,A screenshot of the Cloudflare Origin Shielding error shows that the user has been blocked.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/the-journey-from-developer-to-architect.md,15,missing_alt_text,fail,critical,/media/2024/solution-architect-4a4b8fdff7.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-journey-from-developer-to-architect.md,35,missing_alt_text,fail,critical,/media/2024/salesforce-technical-architect-01186ac1bd.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-latest-in-sfcc-version-24-7.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/the-latest-in-sfcc-version-24-7.md,139,heading_level_skip,warn,medium,h2 -> h4,Heading hierarchy skips a level.,Use sequential heading levels unless a repeated page region justifies the jump.
migration/output/content/posts/the-move-from-on-site-to-remote.md,64,missing_alt_text,fail,critical,/media/2022/remote-working-e716e903ff.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-move-from-on-site-to-remote.md,80,generic_alt_text,fail,high,Obligatory proud-parent photo required,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer.md,15,generic_alt_text,fail,high,"A visual representation of playing with your developer knowledge, and using it to your advantage. The image shows you using your hands with a controller to use your brain.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,87,table_missing_header_divider,warn,medium,| --- | --- | --- | --- |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,88,table_missing_header_divider,warn,medium,"| Product Catalog | Continuous in the old and new realms | Includes products, categories, assignments, and sorting rules. Relatively low risk. | Dev Team / Merchandising |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,89,table_missing_header_divider,warn,medium,| Price Books | Continuous in the old and new realms | Ensure all relevant price books are included. Test pricing thoroughly post-import. | Dev Team / Merchandising |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,90,table_missing_header_divider,warn,medium,"| Content Assets & Libraries | Manual syncs at pre-defined moments | Includes content assets, folders, and library assignments. | Dev Team / Content Team |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,91,table_missing_header_divider,warn,medium,| Slot Configurations | Manual syncs at pre-defined moments | Verify slot configurations on all page types post-import. | Dev Team / Merchandising |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,92,table_missing_header_divider,warn,medium,"| Promotions & Campaigns | Manual syncs at pre-defined moments | Includes promotion definitions, campaigns, and customer groups. | Dev Team / Marketing |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,93,table_missing_header_divider,warn,medium,| Custom Objects | Manual syncs at pre-defined moments | Export definitions via Site Export. Migrate data using custom jobs with dw.io classes. | Dev Team |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,94,table_missing_header_divider,warn,medium,"| Site Preferences & Metadata | Manual syncs at pre-defined moments | Many settings are included in site export, but some such as sequence numbers must be manually configured and verified. | Dev Team |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,95,table_missing_header_divider,warn,medium,"| Customer Profiles | Complete migration 1-2 weeks before the go-live, delta during and after | Critical PII risk: set the Customer Sequence Number in the new realm above the highest imported customer number to prevent duplicate IDs and data exposure. | Dev Team |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,96,table_missing_header_divider,warn,medium,"| Customer Passwords | Part of the Customer Profiles | Passwords are encrypted, but can be exported and imported into different realms without Salesforce intervention. | Dev Team |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,97,table_missing_header_divider,warn,medium,"| Order History | Complete migration 1-2 weeks before the go-live, delta during and after | You can export and import orders yourself as long as the site is not marked live. Import customers first so order-to-customer links are preserved. For a live site, Salesforce Support must perform the order migration with at least 10 working days' notice. | Dev Team / Salesforce Support |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,98,table_missing_header_divider,warn,medium,| System-Generated Coupons | Salesforce Support Ticket | Existing coupon seeds must be migrated by Salesforce Support so issued coupons remain valid. | Salesforce Support |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/the-request-body-in-an-sfcc-controller.md,53,missing_alt_text,fail,critical,/media/2023/security-check-border-api-security-5695d3d810.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-salesforce-b2c-commerce-cloud-environment.md,11,missing_alt_text,fail,critical,/media/2022/system-overview-systems-v2-96d8264c0f.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-salesforce-b2c-commerce-cloud-environment.md,79,missing_alt_text,fail,critical,/media/2022/system-overview-journey-of-a-request-de0673b3bd.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/the-state-of-ohana-for-salesforce-commerce-cloud.md,56,generic_alt_text,fail,high,A screenshot of Account Manager roles & permissions showing the old Xchange.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/trailblazerdx-2022-for-b2c-commerce.md,96,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/trailblazerdx-2022-for-b2c-commerce.md,127,missing_alt_text,fail,critical,/media/2022/weezer-66533fada7.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/trailblazerdx-2022-for-b2c-commerce.md,135,heading_level_skip,warn,medium,h2 -> h4,Heading hierarchy skips a level.,Use sequential heading levels unless a repeated page region justifies the jump.
migration/output/content/posts/understanding-locale-fallback-in-sfcc.md,34,generic_alt_text,fail,high,A screenshot showing the locale config in 'Administration > Global Preferences > Locales',Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/understanding-locale-fallback-in-sfcc.md,52,generic_alt_text,fail,high,Screenshot of the locale fallback for en-GB,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/understanding-sfcc-instances.md,3,missing_alt_text,fail,critical,/media/2023/pod-realm-and-instances-transparent-65c6b4e389.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/understanding-sfcc-instances.md,55,missing_alt_text,fail,critical,/media/2023/woman-developer-working-on-a-project-1-4710b72058.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/unravelling-the-mystery-of-dates-in-the-ocapi.md,33,generic_alt_text,fail,high,An image showing calendars with dates and a measure on a wooden table.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/what-does-the-composable-storefront-mean-for-sfcc-developers.md,5,generic_alt_text,fail,high,Image depicting 120 years of Moore’s Law,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/what-does-the-composable-storefront-mean-for-sfcc-developers.md,22,missing_alt_text,fail,critical,/media/2023/salesforce-commerce-cloud-monolith-e3f50eb05b.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/what-is-new-in-sfcc-24-6.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/what-is-new-in-sfcc-24-6.md,45,missing_alt_text,fail,critical,/media/2024/search-query-testing-tool-sfcc-8fb16cf218.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/what-is-new-in-the-23-8-commerce-cloud-release.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/what-is-new-in-the-23-8-commerce-cloud-release.md,66,generic_alt_text,fail,high,"A screenshot showing how Salesforce Identity allows you to log in with other services, which is part of the updates in 23.8",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/what-is-oci-omnichannel-inventory.md,7,generic_alt_text,fail,high,"A screenshot of a Quip document depicting the highlighted text ""OCI is available to all B2C Commerce customers at no additional cost although there is a provisioning process"".",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/what-is-oci-omnichannel-inventory.md,26,missing_alt_text,fail,critical,/media/2022/omnichannel-inventory-0b29da8f29.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/what-is-the-sfcc-managed-runtime.md,13,generic_alt_text,fail,high,"A screenshot of the Managed Runtime showing the Organization ""Salesforce Internal"" with two projects called ""sampleproject"" and ""projectx"".",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/where-is-the-new-sfcc-documentation.md,85,generic_alt_text,fail,high,A screenshot of Dash showing the B2C Commerce Cloud API documentation.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development.md,39,missing_alt_text,fail,critical,/media/2023/sfcc-unofficial-slack-c73cdc0350.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/why-circumventing-sfcc-quota-limits-is-a-bad-idea.md,130,generic_alt_text,fail,high,A screenshot of the Business Manager. The system is warning that the quota limit for the array size has been reached.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
